sample_name	index	round	extraction_kit	extraction_kit_round	extraction_kit_id	extraction_vendor	bead_beating	incubation	biomass_plate	biomass_sample	storage_solution	swab_type	sample_number	sample_technical_replicate	sample_type	sample_type_1	sample_type_2	sample_type_3	unique_sample_id	collection_timestamp	description	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	fresh_frozen	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	sex	latitude	longitude	physical_specimen_location	physical_specimen_remaining	dna_extracted	gdna_well_id	dna_conc_ng_ul	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	scientific_name	taxon_id	title
12201.s.la.A.3.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	4	not applicable	skin	not applicable	human armpit	human.armpit.A	skin.human.armpit.A.3	1/9/19	Left armpit swabbed for 15 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	31	years	UBERON:skin	20.5	UBERON:sebum	UBERON:axilla skin	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	C3	12.318	16.18	0.025	0.013	0.52	2.167	0.006	0.045	0.042	0.04	0.039	0.074	0.059	0.05	0.043	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.la.B.1.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	5	not applicable	skin	not applicable	human armpit	human.armpit.B	skin.human.armpit.B.1	1/9/19	Left armpit swabbed for 15 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	33	years	UBERON:skin	21.8	UBERON:sebum	UBERON:axilla skin	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	D3	12.323	24.68	0.024	0.013	0.542	2.167	0.006	0.045	0.042	0.04	0.039	0.073	0.059	0.05	0.043	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.la.B.2.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	5	not applicable	skin	not applicable	human armpit	human.armpit.B	skin.human.armpit.B.2	1/9/19	Left armpit swabbed for 15 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	33	years	UBERON:skin	21.8	UBERON:sebum	UBERON:axilla skin	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	E3	12.394	4.63	0.025	0.013	0.52	2.167	0.006	0.045	0.042	0.04	0.039	0.073	0.058	0.049	0.042	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.la.B.3.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	5	not applicable	skin	not applicable	human armpit	human.armpit.B	skin.human.armpit.B.3	1/9/19	Left armpit swabbed for 15 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	33	years	UBERON:skin	21.8	UBERON:sebum	UBERON:axilla skin	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	F3	12.531	4.93	0.026	0.013	0.5	2.167	0.006	0.045	0.042	0.04	0.039	0.075	0.059	0.05	0.043	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.la.C.1.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	6	not applicable	skin	not applicable	human armpit	human.armpit.C	skin.human.armpit.C.1	1/9/19	Left armpit swabbed for 15 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	32	years	UBERON:skin	23.8	UBERON:sebum	UBERON:axilla skin	human	175	cm	adult	Homo sapiens	human.C	9606	73	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	G3	14.812	6.18	0.028	0.015	0.536	1.875	0.008	0.045	0.042	0.04	0.039	0.078	0.062	0.053	0.044	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.la.C.2.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	6	not applicable	skin	not applicable	human armpit	human.armpit.C	skin.human.armpit.C.2	1/9/19	Left armpit swabbed for 15 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	32	years	UBERON:skin	23.8	UBERON:sebum	UBERON:axilla skin	human	175	cm	adult	Homo sapiens	human.C	9606	73	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	H3	13.898	33	0.027	0.014	0.519	2	0.007	0.045	0.042	0.04	0.039	0.074	0.058	0.049	0.041	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.la.C.3.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	6	not applicable	skin	not applicable	human armpit	human.armpit.C	skin.human.armpit.C.3	1/9/19	Left armpit swabbed for 15 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	32	years	UBERON:skin	23.8	UBERON:sebum	UBERON:axilla skin	human	175	cm	adult	Homo sapiens	human.C	9606	73	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	A4	8.158	0.24	0.024	0.009	0.375	4.5	0.002	0.045	0.042	0.04	0.039	0.082	0.064	0.055	0.052	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.lf.A.1.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	skin	not applicable	human foot	human.foot.A	skin.human.foot.A.1	1/9/19	Bottom of left foot swabbed for 30 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	31	years	UBERON:skin	20.5	UBERON:sebum	UBERON:skin of sole of pes	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	H1	17.105	20.38	0.029	0.017	0.586	2.125	0.008	0.045	0.042	0.04	0.039	0.076	0.061	0.05	0.041	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.lf.A.2.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	skin	not applicable	human foot	human.foot.A	skin.human.foot.A.2	1/9/19	Bottom of left foot swabbed for 30 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	31	years	UBERON:skin	20.5	UBERON:sebum	UBERON:skin of sole of pes	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	A2	12.237	0.24	0.025	0.013	0.52	2.6	0.005	0.045	0.042	0.04	0.039	0.079	0.064	0.054	0.048	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.lf.A.3.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	skin	not applicable	human foot	human.foot.A	skin.human.foot.A.3	1/9/19	Bottom of left foot swabbed for 30 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	31	years	UBERON:skin	20.5	UBERON:sebum	UBERON:skin of sole of pes	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	B2	14.341	40.95	0.027	0.015	0.556	2.5	0.006	0.045	0.042	0.04	0.039	0.075	0.06	0.049	0.042	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.lf.B.1.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	skin	not applicable	human foot	human.foot.B	skin.human.foot.B.1	1/9/19	Bottom of left foot swabbed for 30 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	33	years	UBERON:skin	21.8	UBERON:sebum	UBERON:skin of sole of pes	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	C2	13.38	61.55	0.027	0.014	0.519	2	0.007	0.045	0.042	0.04	0.039	0.074	0.058	0.049	0.041	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.lf.B.2.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	skin	not applicable	human foot	human.foot.B	skin.human.foot.B.2	1/9/19	Bottom of left foot swabbed for 30 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	33	years	UBERON:skin	21.8	UBERON:sebum	UBERON:skin of sole of pes	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	D2	13.358	9.25	0.026	0.014	0.538	2	0.007	0.045	0.042	0.04	0.039	0.074	0.059	0.05	0.042	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.lf.B.3.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	skin	not applicable	human foot	human.foot.B	skin.human.foot.B.3	1/9/19	Bottom of left foot swabbed for 30 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	33	years	UBERON:skin	21.8	UBERON:sebum	UBERON:skin of sole of pes	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	E2	13.399	11.67	0.029	0.014	0.483	2	0.007	0.045	0.042	0.04	0.039	0.079	0.061	0.052	0.044	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.lf.C.1.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	3	not applicable	skin	not applicable	human foot	human.foot.C	skin.human.foot.C.1	1/9/19	Bottom of left foot swabbed for 30 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	32	years	UBERON:skin	23.8	UBERON:sebum	UBERON:skin of sole of pes	human	175	cm	adult	Homo sapiens	human.C	9606	73	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	F2	9.342	13.33	0.026	0.01	0.385	3.333	0.003	0.045	0.042	0.04	0.039	0.086	0.067	0.058	0.054	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.lf.C.2.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	3	not applicable	skin	not applicable	human foot	human.foot.C	skin.human.foot.C.2	1/9/19	Bottom of left foot swabbed for 30 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	32	years	UBERON:skin	23.8	UBERON:sebum	UBERON:skin of sole of pes	human	175	cm	adult	Homo sapiens	human.C	9606	73	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	G2	13.818	41.88	0.025	0.014	0.56	2.333	0.006	0.045	0.042	0.04	0.039	0.075	0.061	0.051	0.044	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.lf.C.3.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	3	not applicable	skin	not applicable	human foot	human.foot.C	skin.human.foot.C.3	1/9/19	Bottom of left foot swabbed for 30 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	32	years	UBERON:skin	23.8	UBERON:sebum	UBERON:skin of sole of pes	human	175	cm	adult	Homo sapiens	human.C	9606	73	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	H2	13.696	45.12	0.027	0.014	0.519	2.333	0.006	0.045	0.042	0.04	0.039	0.081	0.065	0.055	0.048	12201	human skin metagenome	539655	Knight sample set for testing
12201.soil.bare.J.1.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	4	not applicable	soil	not applicable	bare soil	bare soil site 1	soil.bare.J.1	1/14/19	A horizon soil collected from the south side of the path about 40 m west of the entrance to the Scripps Coastal Reserve Biodiversity Trail; no woody plants within 20 m	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.no.tree.site.1	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	E8	20.614	42.51	0.023	0.021	0.913	1.909	0.011	0.045	0.042	0.04	0.039	0.07	0.065	0.053	0.041	12201	soil metagenome	410658	Knight sample set for testing
12201.soil.bare.J.2.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	4	not applicable	soil	not applicable	bare soil	bare soil site 1	soil.bare.J.2	1/14/19	A horizon soil collected from the south side of the path about 40 m west of the entrance to the Scripps Coastal Reserve Biodiversity Trail; no woody plants within 20 m	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.no.tree.site.1	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	F8	20.76	25.24	0.024	0.021	0.875	1.909	0.011	0.045	0.042	0.04	0.039	0.072	0.066	0.054	0.042	12201	soil metagenome	410658	Knight sample set for testing
12201.soil.bare.J.3.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	4	not applicable	soil	not applicable	bare soil	bare soil site 1	soil.bare.J.3	1/14/19	A horizon soil collected from the south side of the path about 40 m west of the entrance to the Scripps Coastal Reserve Biodiversity Trail; no woody plants within 20 m	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.no.tree.site.1	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	G8	12.755	44.27	0.019	0.013	0.684	1.857	0.007	0.045	0.042	0.04	0.039	0.066	0.057	0.049	0.041	12201	soil metagenome	410658	Knight sample set for testing
12201.soil.bare.K.1.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	5	not applicable	soil	not applicable	bare soil	bare soil site 2	soil.bare.K.1	1/14/19	A horizon soil collected from the south side of the path about 40 m west of the entrance to the Scripps Coastal Reserve Biodiversity Trail; no woody plants within 20 m	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.no.tree.site.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	H8	12.642	37.43	0.022	0.013	0.591	1.857	0.007	0.045	0.042	0.04	0.039	0.069	0.057	0.049	0.041	12201	soil metagenome	410658	Knight sample set for testing
12201.soil.bare.K.2.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	5	not applicable	soil	not applicable	bare soil	bare soil site 2	soil.bare.K.2	1/14/19	A horizon soil collected from the south side of the path about 40 m west of the entrance to the Scripps Coastal Reserve Biodiversity Trail; no woody plants within 20 m	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.no.tree.site.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	A9	20.4	46.38	0.024	0.021	0.875	1.909	0.011	0.045	0.042	0.04	0.039	0.073	0.067	0.055	0.043	12201	soil metagenome	410658	Knight sample set for testing
12201.soil.bare.K.3.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	5	not applicable	soil	not applicable	bare soil	bare soil site 2	soil.bare.K.3	1/14/19	A horizon soil collected from the south side of the path about 40 m west of the entrance to the Scripps Coastal Reserve Biodiversity Trail; no woody plants within 20 m	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.no.tree.site.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	B9	14.344	26.83	0.02	0.015	0.75	2.143	0.007	0.045	0.042	0.04	0.039	0.067	0.059	0.049	0.041	12201	soil metagenome	410658	Knight sample set for testing
12201.soil.bare.L.1.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	6	not applicable	soil	not applicable	bare soil	bare soil site 3	soil.bare.L.1	1/14/19	A horizon soil collected from the south side of the path about 40 m west of the entrance to the Scripps Coastal Reserve Biodiversity Trail; no woody plants within 20 m	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.no.tree.site.3	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	C9	20.53	40.8	0.022	0.021	0.955	1.909	0.011	0.045	0.042	0.04	0.039	0.069	0.065	0.053	0.041	12201	soil metagenome	410658	Knight sample set for testing
